event_name,r_fighter,b_fighter,winner,weight_class,is_title_bout,gender,method,finish_round,total_rounds,time_sec,referee,r_kd,r_sig_str,r_sig_str_att,r_sig_str_acc,r_str,r_str_att,r_str_acc,r_td,r_td_att,r_td_acc,r_sub_att,r_rev,r_ctrl_sec,r_wins_total,r_losses_total,r_age,r_height,r_weight,r_reach,r_stance,r_SLpM_total,r_SApM_total,r_sig_str_acc_total,r_td_acc_total,r_str_def_total,r_td_def_total,r_sub_avg,r_td_avg,b_kd,b_sig_str,b_sig_str_att,b_sig_str_acc,b_str,b_str_att,b_str_acc,b_td,b_td_att,b_td_acc,b_sub_att,b_rev,b_ctrl_sec,b_wins_total,b_losses_total,b_age,b_height,b_weight,b_reach,b_stance,b_SLpM_total,b_SApM_total,b_sig_str_acc_total,b_td_acc_total,b_str_def_total,b_td_def_total,b_sub_avg,b_td_avg,kd_diff,sig_str_diff,sig_str_att_diff,sig_str_acc_diff,str_diff,str_att_diff,str_acc_diff,td_diff,td_att_diff,td_acc_diff,sub_att_diff,rev_diff,ctrl_sec_diff,wins_total_diff,losses_total_diff,age_diff,height_diff,weight_diff,reach_diff,SLpM_total_diff,SApM_total_diff,sig_str_acc_total_diff,td_acc_total_diff,str_def_total_diff,td_def_total_diff,sub_avg_diff,td_avg_diff
UFC Fight Night,michael johnson,clay guida,Blue,Lightweight,0,Men,Decision - Unanimous,3,3,300,Mark Smith,0,58,126,0.46,70,138,0.51,0,0,0.0,0,0,183,23,19,37.0,177.8,70.31,185.42,Southpaw,4.27,3.83,0.39,0.41,0.57,0.81,0.0,0.62,0,49,89,0.55,65,107,0.61,3,7,0.42,1,0,413,38,21,42.0,170.18,70.31,177.8,Orthodox,2.64,3.01,0.33,0.36,0.61,0.67,0.6,3.13,0,9,37,-0.09,5,31,-0.1,-3,-7,-0.42,-1,0,-230,-15,-2,-5.0,7.620000000000003,0.0,7.619999999999976,1.6299999999999994,0.8200000000000003,0.06,0.05,-0.04,0.14,-0.6,-2.51
UFC Fight Night,michael johnson,thiago moises,Blue,Lightweight,0,Men,Submission,2,3,25,Keith Peterson,0,27,60,0.45,28,61,0.46,0,0,0.0,0,0,21,23,19,37.0,177.8,70.31,185.42,Southpaw,4.27,3.83,0.39,0.41,0.57,0.81,0.0,0.62,0,1,16,0.06,1,16,0.06,0,3,0.0,1,0,0,18,7,29.0,175.26,70.31,177.8,Orthodox,2.47,4.19,0.4,0.44,0.55,0.56,1.3,1.64,0,26,44,0.39,27,45,0.4,0,-3,0.0,-1,0,21,5,12,8.0,2.5400000000000205,0.0,7.619999999999976,1.7999999999999994,-0.36,-0.01,-0.03,0.0199999999999999,0.25,-1.3,-1.02
UFC Fight Night,michael johnson,stevie ray,Blue,Lightweight,0,Men,Decision - Majority,3,3,300,Leon Roberts,0,78,173,0.45,81,176,0.46,0,0,0.0,0,0,0,23,19,37.0,177.8,70.31,185.42,Southpaw,4.27,3.83,0.39,0.41,0.57,0.81,0.0,0.62,0,85,188,0.45,104,207,0.5,1,4,0.25,0,0,174,23,9,34.0,177.8,70.31,177.8,Southpaw,3.73,2.93,0.44,0.46,0.54,0.55,0.6,0.75,0,-7,-15,0.0,-23,-31,-0.04,-1,-4,-0.25,0,0,-174,0,10,3.0,0.0,0.0,7.619999999999976,0.5399999999999996,0.8999999999999999,-0.05,-0.05,0.0299999999999999,0.26,-0.6,-0.13
UFC Fight Night,rustam khabilov,kajan johnson,Red,Lightweight,0,Men,Decision - Split,3,3,300,Leon Roberts,0,17,70,0.24,34,88,0.39,3,8,0.37,0,0,250,24,4,37.0,172.72,70.31,185.42,Orthodox,1.98,2.16,0.34,0.41,0.65,0.61,0.1,3.95,0,44,123,0.35,57,137,0.42,0,0,0.0,0,0,0,23,13,39.0,180.34,70.31,190.5,Orthodox,2.47,1.59,0.42,0.37,0.64,0.62,0.2,1.54,0,-27,-53,-0.11,-23,-49,-0.03,3,8,0.37,0,0,250,1,-9,-2.0,-7.62,0.0,-5.08,-0.49,0.5700000000000001,-0.08,0.04,0.01,-0.01,-0.1,2.41
UFC Fight Night,adam yandiev,jordan johnson,Blue,Middleweight,0,Men,Submission,2,3,42,Marc Goddard,0,1,12,0.08,1,12,0.08,0,0,0.0,0,0,0,9,1,35.0,175.26,83.91,187.96,Orthodox,0.18,6.14,0.08,0.0,0.36,0.25,0.0,0.0,0,35,55,0.63,55,82,0.67,3,4,0.75,2,0,215,10,0,35.0,187.96,92.99,200.66,Orthodox,3.45,2.64,0.47,0.42,0.53,1.0,1.2,3.25,0,-34,-43,-0.55,-54,-70,-0.59,-3,-4,-0.75,-2,0,-215,-1,1,0.0,-12.7,-9.08,-12.7,-3.27,3.5,-0.39,-0.42,-0.17,-0.75,-1.2,-3.25
UFC Fight Night,michael johnson,andre fili,Red,Featherweight,0,Men,Decision - Split,3,3,300,Blake Grice,0,65,116,0.56,70,122,0.57,0,3,0.0,0,1,90,23,19,37.0,177.8,70.31,185.42,Southpaw,4.27,3.83,0.39,0.41,0.57,0.81,0.0,0.62,0,37,117,0.31,40,120,0.33,2,4,0.5,1,0,201,23,11,33.0,180.34,65.77,187.96,Orthodox,3.85,4.11,0.37,0.47,0.51,0.69,0.3,2.16,0,28,-1,0.25,30,2,0.2399999999999999,-2,-1,-0.5,-1,1,-111,0,8,4.0,-2.54,4.540000000000006,-2.54,0.4199999999999995,-0.28,0.02,-0.06,0.06,0.1200000000000001,-0.3,-1.54
UFC Fight Night,kajan johnson,islam makhachev,Blue,Lightweight,0,Men,Submission,1,3,283,Andy Social,0,7,17,0.41,7,17,0.41,0,0,0.0,0,0,0,23,13,39.0,180.34,70.31,190.5,Orthodox,2.47,1.59,0.42,0.37,0.64,0.62,0.2,1.54,0,7,18,0.38,14,26,0.54,1,1,1.0,1,0,88,25,1,32.0,177.8,70.31,177.8,Southpaw,2.46,1.27,0.6,0.6,0.61,0.9,1.0,3.17,0,0,-1,0.03,-7,-9,-0.13,-1,-1,-1.0,-1,0,-88,-2,12,7.0,2.539999999999992,0.0,12.699999999999989,0.0100000000000002,0.32,-0.18,-0.23,0.03,-0.28,-0.8,-1.63
UFC Fight Night,stevie ray,kajan johnson,Blue,Lightweight,0,Men,Decision - Split,3,3,300,Leon Roberts,0,24,62,0.38,37,78,0.47,3,4,0.75,1,0,100,23,9,34.0,177.8,70.31,177.8,Southpaw,3.73,2.93,0.44,0.46,0.54,0.55,0.6,0.75,0,33,54,0.61,37,58,0.64,2,4,0.5,0,0,254,23,13,39.0,180.34,70.31,190.5,Orthodox,2.47,1.59,0.42,0.37,0.64,0.62,0.2,1.54,0,-9,8,-0.23,0,20,-0.17,1,0,0.25,1,0,-154,0,-4,-5.0,-2.54,0.0,-12.7,1.2599999999999998,1.34,0.02,0.09,-0.1,-0.07,0.3999999999999999,-0.79
UFC 222,jordan johnson,adam milstead,Red,Light Heavyweight,0,Men,Decision - Split,3,3,300,Mark Smith,0,59,106,0.55,176,239,0.74,2,11,0.18,0,0,433,10,0,35.0,187.96,92.99,200.66,Orthodox,3.45,2.64,0.47,0.42,0.53,1.0,1.2,3.25,0,58,133,0.43,70,145,0.48,0,0,0.0,0,0,0,8,4,36.0,190.5,92.99,193.04,Orthodox,3.85,4.79,0.46,0.0,0.43,0.64,0.0,0.0,0,1,-27,0.12,106,94,0.26,2,11,0.18,0,0,433,2,-4,-1.0,-2.54,0.0,7.620000000000003,-0.4,-2.15,0.01,0.42,0.1,0.36,1.2,3.25
UFC Fight Night,darren elkins,michael johnson,Red,Featherweight,0,Men,Submission,2,3,142,Dan Miragliotta,0,18,64,0.28,54,108,0.5,1,4,0.25,1,0,121,28,11,39.0,177.8,65.77,180.34,Orthodox,3.44,3.27,0.38,0.35,0.52,0.56,1.1,2.85,0,45,98,0.45,46,99,0.46,0,0,0.0,0,0,0,23,19,37.0,177.8,70.31,185.42,Southpaw,4.27,3.83,0.39,0.41,0.57,0.81,0.0,0.62,0,-27,-34,-0.17,8,9,0.04,1,4,0.25,1,0,121,5,-8,2.0,0.0,-4.54,-5.08,-0.83,-0.56,-0.01,-0.06,-0.05,-0.25,1.1,2.23
UFC 215,kajan johnson,adriano martins,Red,Lightweight,0,Men,KO/TKO,3,3,49,John McCarthy,1,26,63,0.41,26,63,0.41,0,0,0.0,0,0,1,23,13,39.0,180.34,70.31,190.5,Orthodox,2.47,1.59,0.42,0.37,0.64,0.62,0.2,1.54,0,16,31,0.51,16,31,0.52,0,0,0.0,1,0,10,28,9,41.0,177.8,70.31,182.88,Southpaw,1.8,2.14,0.38,0.8,0.65,0.81,0.4,0.83,1,10,32,-0.1,10,32,-0.11,0,0,0.0,-1,0,-9,-5,4,-2.0,2.539999999999992,0.0,7.620000000000003,0.6700000000000002,-0.55,0.04,-0.43,-0.01,-0.19,-0.2,0.7100000000000001
UFC Fight Night,timothy johnson,junior albini,Blue,Heavyweight,0,Men,KO/TKO,1,3,171,John McCarthy,0,19,41,0.46,25,50,0.5,0,0,0.0,0,0,81,12,4,39.0,190.5,120.2,195.58,Southpaw,3.43,3.08,0.45,0.24,0.44,0.69,0.0,1.09,1,21,35,0.6,28,42,0.67,0,0,0.0,0,0,1,14,6,33.0,190.5,119.75,187.96,Orthodox,3.98,6.08,0.51,0.37,0.52,1.0,0.0,1.54,-1,-2,6,-0.14,-3,8,-0.17,0,0,0.0,0,0,80,-2,-2,6.0,0.0,0.4500000000000028,7.620000000000003,-0.55,-3.0,-0.06,-0.13,-0.08,-0.31,0.0,-0.45
The Ultimate Fighter: Redemption Finale,michael johnson,justin gaethje,Blue,Lightweight,0,Men,KO/TKO,2,5,288,John McCarthy,0,91,200,0.45,91,200,0.46,1,3,0.33,0,0,34,23,19,37.0,177.8,70.31,185.42,Southpaw,4.27,3.83,0.39,0.41,0.57,0.81,0.0,0.62,0,104,174,0.59,104,174,0.6,0,0,0.0,0,0,6,25,4,35.0,180.34,70.31,177.8,Orthodox,7.35,7.5,0.6,0.25,0.53,0.75,0.0,0.13,0,-13,26,-0.14,-13,26,-0.14,1,3,0.33,0,0,28,-2,15,2.0,-2.54,0.0,7.619999999999976,-3.08,-3.67,-0.21,0.1599999999999999,0.0399999999999999,0.06,0.0,0.49
UFC on FOX,demetrious johnson,wilson reis,Red,UFC Flyweight Title,1,Men,Submission,3,5,289,Dan Miragliotta,0,108,186,0.58,135,216,0.62,1,2,0.5,1,0,139,27,3,37.0,160.02,56.7,167.64,Orthodox,3.43,1.66,0.54,0.56,0.67,0.65,0.5,3.35,0,16,168,0.09,18,170,0.11,0,6,0.0,0,0,1,23,10,39.0,162.56,56.7,165.1,Southpaw,1.83,3.04,0.29,0.42,0.55,0.47,0.6,5.15,0,92,18,0.49,117,46,0.51,1,-4,0.5,1,0,138,4,-7,-2.0,-2.54,0.0,2.539999999999992,1.6,-1.38,0.25,0.14,0.12,0.18,-0.1,-1.8
UFC 210,daniel cormier,anthony johnson,Red,UFC Light Heavyweight Title,1,Men,Submission,2,5,217,John McCarthy,0,36,41,0.87,85,97,0.88,1,2,0.5,1,0,253,22,3,45.0,180.34,106.59,182.88,Orthodox,4.25,2.92,0.52,0.44,0.54,0.8,0.4,1.83,0,22,36,0.61,22,36,0.61,1,3,0.33,0,0,158,22,6,40.0,187.96,92.99,198.12,Orthodox,3.25,1.83,0.47,0.57,0.6,0.77,0.6,2.43,0,14,5,0.26,63,61,0.27,0,-1,0.1699999999999999,1,0,95,0,-3,5.0,-7.62,13.600000000000009,-15.24,1.0,1.09,0.05,-0.13,-0.06,0.03,-0.2,-0.6
UFC Fight Night,daniel omielanczuk,timothy johnson,Blue,Heavyweight,0,Men,Decision - Split,3,3,300,Marc Goddard,0,54,93,0.58,94,136,0.69,0,2,0.0,0,0,35,19,8,41.0,182.88,112.04,187.96,Southpaw,3.09,3.29,0.57,0.26,0.47,0.68,0.1,0.56,0,52,104,0.5,102,168,0.61,1,5,0.2,0,0,522,12,4,39.0,190.5,120.2,195.58,Southpaw,3.43,3.08,0.45,0.24,0.44,0.69,0.0,1.09,0,2,-11,0.08,-8,-32,0.08,-1,-3,-0.2,0,0,-487,7,4,2.0,-7.62,-8.16,-7.62,-0.34,0.2099999999999999,0.1199999999999999,0.02,0.03,-0.01,0.1,-0.53
UFC on FOX,henrique da silva,jordan johnson,Blue,Light Heavyweight,0,Men,Decision - Unanimous,3,3,300,Tom Johnson,0,22,43,0.51,30,53,0.57,0,0,0.0,0,0,20,14,5,34.0,190.5,92.99,193.04,Orthodox,3.89,5.28,0.6,0.14,0.4,0.22,0.2,0.25,0,39,67,0.58,106,162,0.65,4,5,0.8,2,0,581,10,0,35.0,187.96,92.99,200.66,Orthodox,3.45,2.64,0.47,0.42,0.53,1.0,1.2,3.25,0,-17,-24,-0.07,-76,-109,-0.08,-4,-5,-0.8,-2,0,-561,4,5,-1.0,2.539999999999992,0.0,-7.62,0.4399999999999999,2.64,0.13,-0.28,-0.13,-0.78,-1.0,-3.0
The Ultimate Fighter: Tournament of Champions Finale,demetrious johnson,tim elliott,Red,UFC Flyweight Title,1,Men,Decision - Unanimous,5,5,300,Herb Dean,0,28,58,0.48,86,116,0.74,5,7,0.71,3,1,998,27,3,37.0,160.02,56.7,167.64,Orthodox,3.43,1.66,0.54,0.56,0.67,0.65,0.5,3.35,0,24,61,0.39,110,157,0.7,4,4,1.0,2,0,218,21,13,37.0,170.18,56.7,167.64,Southpaw,3.39,2.66,0.44,0.47,0.56,0.59,1.0,3.73,0,4,-3,0.09,-24,-41,0.04,1,3,-0.29,1,1,780,6,-10,0.0,-10.16,0.0,0.0,0.04,-1.0,0.1,0.09,0.1099999999999999,0.06,-0.5,-0.38
UFC 205,khabib nurmagomedov,michael johnson,Red,Lightweight,0,Men,Submission,3,3,151,John McCarthy,0,94,142,0.66,140,190,0.74,2,6,0.33,1,0,524,29,0,35.0,177.8,70.31,177.8,Orthodox,4.1,1.75,0.48,0.48,0.65,0.84,0.8,5.32,0,19,77,0.24,20,78,0.26,0,0,0.0,1,0,0,23,19,37.0,177.8,70.31,185.42,Southpaw,4.27,3.83,0.39,0.41,0.57,0.81,0.0,0.62,0,75,65,0.42,120,112,0.48,2,6,0.33,0,0,524,6,-19,-2.0,0.0,0.0,-7.62,-0.17,-2.08,0.09,0.07,0.08,0.0299999999999999,0.8,4.7
UFC Fight Night,dustin poirier,michael johnson,Blue,Lightweight,0,Men,KO/TKO,1,5,95,Dan Miragliotta,0,6,12,0.5,6,12,0.5,0,0,0.0,0,0,0,30,8,35.0,175.26,70.31,182.88,Southpaw,5.45,4.36,0.51,0.36,0.53,0.63,1.4,1.33,1,14,37,0.37,14,37,0.38,0,0,0.0,0,0,3,23,19,37.0,177.8,70.31,185.42,Southpaw,4.27,3.83,0.39,0.41,0.57,0.81,0.0,0.62,-1,-8,-25,0.13,-8,-25,0.12,0,0,0.0,0,0,-3,7,-11,-2.0,-2.54,0.0,-2.54,1.1800000000000006,0.5300000000000002,0.12,-0.05,-0.04,-0.18,1.4,0.7100000000000001
UFC 202,anthony johnson,glover teixeira,Red,Light Heavyweight,0,Men,KO/TKO,1,3,13,Dan Miragliotta,1,4,8,0.5,4,8,0.5,0,0,0.0,0,0,1,22,6,40.0,187.96,92.99,198.12,Orthodox,3.25,1.83,0.47,0.57,0.6,0.77,0.6,2.43,0,1,3,0.33,1,3,0.33,0,0,0.0,0,0,0,33,9,44.0,187.96,92.99,193.04,Orthodox,3.73,4.43,0.49,0.33,0.51,0.6,0.9,2.11,1,3,5,0.1699999999999999,3,5,0.1699999999999999,0,0,0.0,0,0,1,-11,-3,-4.0,0.0,0.0,5.0800000000000125,-0.48,-2.6,-0.02,0.2399999999999999,0.09,0.17,-0.3,0.3200000000000003
UFC Fight Night,timothy johnson,marcin tybura,Red,Heavyweight,0,Men,Decision - Unanimous,3,3,300,Grant Waterman,0,45,127,0.35,83,169,0.49,0,0,0.0,0,0,224,12,4,39.0,190.5,120.2,195.58,Southpaw,3.43,3.08,0.45,0.24,0.44,0.69,0.0,1.09,0,48,101,0.47,75,128,0.59,1,3,0.33,0,0,77,25,8,38.0,190.5,112.94,198.12,Orthodox,3.6,3.35,0.48,0.33,0.55,0.79,0.1,1.43,0,-3,26,-0.12,8,41,-0.1,-1,-3,-0.33,0,0,147,-13,-4,1.0,0.0,7.260000000000005,-2.54,-0.17,-0.27,-0.03,-0.09,-0.11,-0.1,-0.1,-0.34
UFC on FOX,michael johnson,nate diaz,Blue,Lightweight,0,Men,Decision - Unanimous,3,3,300,Jorge Alonso,0,103,301,0.34,104,303,0.34,1,1,1.0,0,0,19,23,19,37.0,177.8,70.31,185.42,Southpaw,4.27,3.83,0.39,0.41,0.57,0.81,0.0,0.62,0,153,300,0.51,157,304,0.52,0,0,0.0,0,0,0,22,13,38.0,182.88,77.11,193.04,Southpaw,4.57,3.77,0.45,0.3,0.52,0.41,1.3,1.05,0,-50,1,-0.17,-53,-1,-0.18,1,1,1.0,0,0,19,1,6,-1.0,-5.08,-6.8,-7.62,-0.3,0.06,-0.06,0.1099999999999999,0.05,0.4000000000000001,-1.3,-0.43
UFC Fight Night,naoyuki kotani,kajan johnson,Blue,Lightweight,0,Men,Decision - Unanimous,3,3,300,Greg Kleynjans,0,21,55,0.38,61,95,0.64,1,8,0.12,0,0,162,34,14,42.0,172.72,70.31,167.64,Southpaw,1.02,2.89,0.31,0.16,0.5,0.46,0.8,0.83,1,57,104,0.54,59,108,0.55,0,0,0.0,0,0,67,23,13,39.0,180.34,70.31,190.5,Orthodox,2.47,1.59,0.42,0.37,0.64,0.62,0.2,1.54,-1,-36,-49,-0.16,2,-13,0.09,1,8,0.12,0,0,95,11,1,3.0,-7.62,0.0,-22.86,-1.45,1.3,-0.11,-0.21,-0.14,-0.16,0.6000000000000001,-0.71
UFC 191,anthony johnson,jimi manuwa,Red,Light Heavyweight,0,Men,KO/TKO,2,3,28,Jason Herzog,1,25,42,0.59,37,55,0.67,2,2,1.0,0,0,202,22,6,40.0,187.96,92.99,198.12,Orthodox,3.25,1.83,0.47,0.57,0.6,0.77,0.6,2.43,0,8,20,0.4,8,20,0.4,0,0,0.0,0,0,51,17,6,44.0,185.42,92.99,200.66,Orthodox,3.43,3.97,0.54,0.18,0.49,0.7,0.4,0.53,1,17,22,0.1899999999999999,29,35,0.27,2,2,1.0,0,0,151,5,0,-4.0,2.5400000000000205,0.0,-2.54,-0.18,-2.14,-0.07,0.3899999999999999,0.1099999999999999,0.07,0.1999999999999999,1.9
UFC Fight Night,michael johnson,beneil dariush,Blue,Lightweight,0,Men,Decision - Split,3,3,300,Herb Dean,0,84,222,0.37,85,223,0.38,0,0,0.0,0,0,0,23,19,37.0,177.8,70.31,185.42,Southpaw,4.27,3.83,0.39,0.41,0.57,0.81,0.0,0.62,0,75,201,0.37,75,201,0.37,0,7,0.0,0,0,0,22,6,34.0,177.8,70.31,182.88,Southpaw,3.78,2.65,0.48,0.34,0.57,0.8,0.9,1.9,0,9,21,0.0,10,22,0.01,0,-7,0.0,0,0,0,1,13,3.0,0.0,0.0,2.539999999999992,0.4899999999999997,1.1800000000000002,-0.09,0.07,0.0,0.01,-0.9,-1.28
UFC 187,anthony johnson,daniel cormier,Blue,UFC Light Heavyweight Title,1,Men,Submission,3,5,159,John McCarthy,1,23,50,0.46,28,56,0.5,1,2,0.5,0,0,43,22,6,40.0,187.96,92.99,198.12,Orthodox,3.25,1.83,0.47,0.57,0.6,0.77,0.6,2.43,0,23,41,0.56,70,92,0.76,3,8,0.37,3,0,557,22,3,45.0,180.34,106.59,182.88,Orthodox,4.25,2.92,0.52,0.44,0.54,0.8,0.4,1.83,1,0,9,-0.1,-42,-36,-0.26,-2,-6,0.13,-3,0,-514,0,3,-5.0,7.620000000000003,-13.6,15.240000000000007,-1.0,-1.09,-0.05,0.1299999999999999,0.06,-0.03,0.1999999999999999,0.6000000000000001
UFC Fight Night,zhang lipeng,kajan johnson,Blue,Lightweight,0,Men,Decision - Unanimous,3,3,300,Greg Kleynjans,0,20,47,0.42,51,81,0.63,1,2,0.5,0,0,151,23,9,34.0,180.34,70.31,180.34,Southpaw,1.28,1.88,0.48,0.3,0.53,0.69,0.8,1.75,0,20,51,0.39,23,54,0.43,3,11,0.27,1,0,385,23,13,39.0,180.34,70.31,190.5,Orthodox,2.47,1.59,0.42,0.37,0.64,0.62,0.2,1.54,0,0,-4,0.03,28,27,0.2,-2,-9,0.2299999999999999,-1,0,-234,0,-4,-5.0,0.0,0.0,-10.16,-1.19,0.2899999999999998,0.06,-0.07,-0.11,0.07,0.6000000000000001,0.2099999999999999
UFC 186,demetrious johnson,kyoji horiguchi,Red,UFC Flyweight Title,1,Men,Submission,5,5,299,Yves Lavigne,0,66,121,0.54,149,208,0.72,14,22,0.63,1,0,823,27,3,37.0,160.02,56.7,167.64,Orthodox,3.43,1.66,0.54,0.56,0.67,0.65,0.5,3.35,0,31,91,0.34,61,127,0.48,1,5,0.2,0,0,62,19,2,33.0,165.1,56.7,167.64,Orthodox,3.6,2.45,0.45,0.44,0.62,0.55,0.0,2.0,0,35,30,0.2,88,81,0.24,13,17,0.43,1,0,761,8,1,4.0,-5.08,0.0,0.0,-0.17,-0.79,0.09,0.12,0.05,0.1,0.5,1.35
UFC Fight Night,shamil abdurakhimov,timothy johnson,Blue,Heavyweight,0,Men,KO/TKO,1,3,297,Mike King,0,9,25,0.36,11,27,0.41,0,1,0.0,0,0,31,20,8,42.0,190.5,106.59,193.04,Orthodox,2.41,3.02,0.44,0.23,0.55,0.45,0.1,1.01,0,22,59,0.37,33,72,0.46,1,2,0.5,0,0,57,12,4,39.0,190.5,120.2,195.58,Southpaw,3.43,3.08,0.45,0.24,0.44,0.69,0.0,1.09,0,-13,-34,-0.01,-22,-45,-0.05,-1,-1,-0.5,0,0,-26,8,4,3.0,0.0,-13.61,-2.54,-1.02,-0.06,-0.01,-0.01,0.11,-0.24,0.1,-0.08
UFC 178,demetrious johnson,chris cariaso,Red,UFC Flyweight Title,1,Men,Submission,2,5,149,Herb Dean,0,27,43,0.62,47,66,0.71,1,1,1.0,2,0,284,27,3,37.0,160.02,56.7,167.64,Orthodox,3.43,1.66,0.54,0.56,0.67,0.65,0.5,3.35,0,6,27,0.22,13,35,0.37,0,1,0.0,0,0,3,17,8,42.0,160.02,56.7,162.56,Southpaw,3.35,2.23,0.43,0.39,0.61,0.57,0.8,1.11,0,21,16,0.4,34,31,0.3399999999999999,1,0,1.0,2,0,281,10,-5,-5.0,0.0,0.0,5.079999999999984,0.08,-0.57,0.11,0.17,0.06,0.08,-0.3,2.24
UFC on FOX,anthony johnson,rogerio nogueira,Red,Light Heavyweight,0,Men,KO/TKO,1,3,44,Herb Dean,1,8,17,0.47,8,17,0.47,0,0,0.0,0,0,1,22,6,40.0,187.96,92.99,198.12,Orthodox,3.25,1.83,0.47,0.57,0.6,0.77,0.6,2.43,0,0,2,0.0,0,2,0.0,0,0,0.0,0,0,0,23,10,47.0,187.96,92.99,190.5,Southpaw,2.43,2.34,0.35,0.44,0.59,0.62,0.8,0.64,1,8,15,0.47,8,15,0.47,0,0,0.0,0,0,1,-1,-4,-7.0,0.0,0.0,7.620000000000003,0.8199999999999998,-0.51,0.12,0.1299999999999999,0.01,0.15,-0.2,1.79
UFC 174,demetrious johnson,ali bagautinov,Red,UFC Flyweight Title,1,Men,Decision - Unanimous,5,5,300,Jerin Valel,0,133,215,0.61,164,248,0.66,0,4,0.0,0,0,86,27,3,37.0,160.02,56.7,167.64,Orthodox,3.43,1.66,0.54,0.56,0.67,0.65,0.5,3.35,0,36,122,0.29,66,158,0.42,2,12,0.16,0,0,491,15,6,38.0,162.56,56.7,165.1,Orthodox,2.85,3.09,0.42,0.36,0.52,0.65,0.3,2.51,0,97,93,0.32,98,90,0.24,-2,-8,-0.16,0,0,-405,12,-3,-1.0,-2.54,0.0,2.539999999999992,0.5800000000000001,-1.43,0.12,0.2,0.15,0.0,0.2,0.8400000000000003
UFC 172,phil davis,anthony johnson,Blue,Light Heavyweight,0,Men,Decision - Unanimous,3,3,300,Herb Dean,0,21,127,0.16,27,133,0.2,0,8,0.0,0,0,32,17,4,39.0,187.96,92.99,200.66,Orthodox,2.85,1.33,0.34,0.38,0.72,0.72,0.6,2.99,0,45,132,0.34,47,134,0.35,0,1,0.0,0,0,15,22,6,40.0,187.96,92.99,198.12,Orthodox,3.25,1.83,0.47,0.57,0.6,0.77,0.6,2.43,0,-24,-5,-0.18,-20,-1,-0.15,0,7,0.0,0,0,17,-5,-2,-1.0,0.0,0.0,2.539999999999992,-0.4,-0.5,-0.13,-0.19,0.12,-0.05,0.0,0.56
UFC Fight Night,michael johnson,melvin guillard,Red,Lightweight,0,Men,Decision - Unanimous,3,3,300,Leon Roberts,0,48,146,0.32,51,153,0.33,1,4,0.25,0,0,74,23,19,37.0,177.8,70.31,185.42,Southpaw,4.27,3.83,0.39,0.41,0.57,0.81,0.0,0.62,0,22,103,0.21,22,103,0.21,0,1,0.0,0,0,0,32,18,40.0,175.26,70.31,180.34,Orthodox,2.96,1.85,0.4,0.63,0.66,0.61,0.2,1.3,0,26,43,0.11,29,50,0.12,1,3,0.25,0,0,74,-9,1,-3.0,2.5400000000000205,0.0,5.079999999999984,1.3099999999999996,1.98,-0.01,-0.22,-0.09,0.2,-0.2,-0.68
UFC 168,gleison tibau,michael johnson,Blue,Lightweight,0,Men,KO/TKO,2,3,92,Yves Lavigne,0,12,63,0.19,17,68,0.25,0,2,0.0,0,0,59,33,14,40.0,177.8,70.31,180.34,Southpaw,1.95,2.51,0.31,0.53,0.63,0.92,0.8,4.08,1,22,85,0.25,23,86,0.27,0,0,0.0,0,0,2,23,19,37.0,177.8,70.31,185.42,Southpaw,4.27,3.83,0.39,0.41,0.57,0.81,0.0,0.62,-1,-10,-22,-0.06,-6,-18,-0.02,0,2,0.0,0,0,57,10,-5,3.0,0.0,0.0,-5.08,-2.32,-1.32,-0.08,0.12,0.06,0.1099999999999999,0.8,3.46
UFC on FOX,demetrious johnson,joseph benavidez,Red,UFC Flyweight Title,1,Men,KO/TKO,1,5,128,John McCarthy,1,7,14,0.5,9,16,0.56,0,1,0.0,0,0,2,27,3,37.0,160.02,56.7,167.64,Orthodox,3.43,1.66,0.54,0.56,0.67,0.65,0.5,3.35,0,4,27,0.14,4,27,0.15,0,0,0.0,0,0,0,28,8,39.0,162.56,56.7,165.1,Southpaw,3.52,2.67,0.34,0.3,0.61,0.62,0.6,1.41,1,3,-13,0.36,5,-11,0.41,0,1,0.0,0,0,2,-1,-5,-2.0,-2.54,0.0,2.539999999999992,-0.09,-1.01,0.2,0.26,0.06,0.03,-0.1,1.94
UFC on FUEL TV,reza madadi,michael johnson,Red,Lightweight,0,Men,Submission,3,3,93,Marko Gyllenland,0,34,46,0.73,79,98,0.81,4,6,0.66,2,0,367,14,6,45.0,180.34,70.31,185.42,Orthodox,2.51,3.31,0.46,0.33,0.66,0.89,0.5,3.17,1,20,64,0.31,21,66,0.32,0,0,0.0,0,0,110,23,19,37.0,177.8,70.31,185.42,Southpaw,4.27,3.83,0.39,0.41,0.57,0.81,0.0,0.62,-1,14,-18,0.42,58,32,0.49,4,6,0.66,2,0,257,-9,-13,8.0,2.539999999999992,0.0,0.0,-1.76,-0.52,0.07,-0.08,0.09,0.08,0.5,2.55
